,GSM523282,GSM523283,GSM523284,GSM523285,GSM523286,GSM523287,GSM523288,GSM523289,GSM523290,GSM523291,GSM523292,GSM523293,GSM523294,GSM523295,GSM523296,GSM523297,GSM523298,GSM523299,GSM523300,GSM523301,GSM523302,GSM523303,GSM523304,GSM523305,GSM523306,GSM523307,GSM523308,GSM523309,GSM523310,GSM523311,GSM523312,GSM523313,GSM523314,GSM523315,GSM523316,GSM523317,GSM523318,GSM523319,GSM523320,GSM523321,GSM523322,GSM523323,GSM523324,GSM523325,GSM523326,GSM523327,GSM523328,GSM523329,GSM523330,GSM523331,GSM523332,GSM523333,GSM523334,GSM523335,GSM523336,GSM523337,GSM523338,GSM523339,GSM523340,GSM523341,GSM523342,GSM523343,GSM523344,GSM523345,GSM523346,GSM523347,GSM523348,GSM523349,GSM523350,GSM523351,GSM523352,GSM523353,GSM523354,GSM523355,GSM523356,GSM523357,GSM523358,GSM523359,GSM523360,GSM523361,GSM523362,GSM523363,GSM523364,GSM523365,GSM523366,GSM523367,GSM523368,GSM523369,GSM523370,GSM523371,GSM523372,GSM523373,GSM523374,GSM523375,GSM523376,GSM523377,GSM523378,GSM523379,GSM523380,GSM523381,GSM523382,GSM523383,GSM523384,GSM523385,GSM523386
LDHD,4.447744602,3.4664513460000004,3.609271685,3.143877626,5.987414226,2.781326355,3.423083138,3.683820835,6.989065755,5.941626123,3.662505619,5.132782375,3.763790411,3.43415164,4.583191724,5.097392254,2.601687353,5.217882285,2.643614857,4.613600116000001,3.677883991,2.913258281,6.657825142,3.75954998,3.210517938,3.8594602,3.796432744,3.283166452,3.571717668,6.600590341,3.785434002,3.32256153,6.33250408,3.805937049,3.002489295,2.619301343,2.585286725,3.765873952,3.152020303,4.749584385,3.5259601430000003,2.53126829,5.973963295,2.625580641,3.896954134,4.566395203,3.759968002,4.595340122,6.97826744,5.333443811,3.263570502,3.720975005,4.12122676,2.70649032,4.718749734,3.197302764,6.339532577999999,2.618883375,4.257362409,3.479948299,3.311316512,5.994657442,2.561779245,3.594957191,3.561069622,3.4779298730000003,5.234586447,6.599384937999999,3.358698043,3.5655133880000003,3.331274345,3.996810479,3.701775367,2.645669709,5.387668017,3.239561952,6.731971511,3.430369882,7.107262684,3.918755165,4.0682344860000015,3.455532616,5.2835301910000005,5.64312388,4.526588619,3.448903375,3.10476303,5.636881122999999,3.416098955,3.624385228,3.279901652,7.103767563,3.405895712,5.081498224,4.476329123999999,6.914589,2.601809997,2.611510392,2.775453634,3.354332642,6.707095819,4.877009593,5.23370809,3.846952486,3.527478785
ME1,8.4305569275,8.515740624500001,8.867178266,8.68175012,4.845614757,9.199072982499999,7.4957536365,7.8694542599999995,6.2134266255,7.496936735,8.472155101999999,8.767291832000002,7.973642605,9.1296978705,7.802610810999999,7.2466577235,7.918033821,7.721647604000001,8.7056888105,8.093394299,7.664900223,8.538605190999998,7.036955370499999,8.565100761,8.9978036615,9.1585633035,9.589920497000001,6.5386994245,7.992451557500001,7.895093845,9.341859877000001,7.954919525999999,5.704252339,8.763822835,8.441430511,9.0996593195,9.9650773905,9.1941111205,8.409824814,9.757844710499999,9.249928171499999,8.3024715585,6.97394777,7.460465212000001,8.017860430999999,9.9390138095,8.6142268035,10.2998985975,5.621283957,8.011223381,8.5355279905,8.066454636,9.8813613945,7.9038549755,7.8892117345,7.5802076925,7.609787139,7.291039523,9.2469531205,7.2653639115,9.4775791615,7.288698835499999,9.3714980865,7.7518452115,8.915763814,8.730000239999999,8.5057714005,7.8157630655000006,9.172217519499998,8.5850368425,8.552613722,9.2512563125,8.874754294999999,10.4780288975,9.4288660925,8.0507941515,7.942078202499999,10.540767059499998,7.302693696,8.3574514815,9.1478042065,6.8185614135,7.120697946,8.523143438,7.680857659000001,8.742396145499999,7.5948187485,6.6032053085,8.754377811,6.2759479774999996,8.2647539845,6.5723626195,8.8859411565,8.3785581695,9.546478977,7.362153278500001,7.9760883975,8.8650007635,7.690083649,9.2116312095,6.573234148,9.45177348,8.87591782,7.7894173975,8.7907883845
ME2,8.951461900666667,7.6493625256666675,7.295567652,7.651397169,8.349310892,9.326693181333333,9.481118190333333,8.331148161,8.677668758666668,8.629496281,8.481634197666667,7.808084454333334,8.748429959000001,8.557665329333332,7.517255210999999,8.352703456666665,8.55729164,8.248853309666666,8.044043085666667,9.094096104999998,9.041909290666666,7.660240893,8.793973121999999,8.233215720666667,8.934508782666667,8.590215822666666,8.987732289666667,7.381668660333333,8.435828852333335,9.228259973,8.436602047333334,7.7922027253333335,8.721461999,9.158346469666666,7.667037404333333,7.847567851000001,8.594841080333333,8.76906291,8.218525339666668,9.037777958333335,8.398527732,7.767131885666667,8.865395206666667,8.114320719,8.401174945666666,8.27291983,9.067739380666666,8.919311343666667,9.505564776999998,8.500161428333334,7.475389935333333,9.253572424,8.554098179999999,8.661653688666666,8.640389008,7.983336902666667,8.368228819,7.315030909666667,8.850445611666666,8.466520311,8.471410247333333,8.558678738333333,8.198692476,9.240510720666666,8.987348386333332,8.546684586,8.357065315666667,8.300687764666668,7.9744183343333335,8.526424969666666,8.335395373666666,8.758322887333334,8.556567383333332,7.737058877,9.479919240333334,8.415914178333333,8.266984942666667,7.720354980333333,9.398274401666667,8.837038122000001,8.571978184666667,7.315781433666667,8.797940434666666,8.513545137666666,8.23577036,9.153769998333333,8.314239093,8.853308022,7.738689825666666,6.694449397666667,8.820331828,8.828646686,8.521301466333334,9.05943912,8.542839969333334,8.583559035333332,8.068230134333334,9.272708524666667,8.234906353666666,8.487510502,8.597859941000001,8.340798533333333,8.985821900666666,8.611668208333334,8.407111274666667
ME3,5.633976428,6.725571512,5.306791732,5.531204653,6.1783786639999985,7.27507795,7.894816927999999,5.23032414,6.447867081,6.269283164,6.379570489,7.601285809,7.098095421,7.978042224,6.268353512000001,6.563388196,5.7824800220000006,6.653408456,6.043646226,6.951346628,8.146688888,3.61673392,6.743511102,6.414709866,6.636940036,6.694019411,7.421138208999999,6.525711045,6.308488674,6.60534073,5.003599455,6.357060064,6.402078242000001,7.77595209,5.672742432000001,5.985612156,4.81387976,7.440425267,6.983865837000001,6.803709638,7.272889056,5.59111735,6.368433224,5.954673132000001,7.399007683,6.48264461,7.0307468439999985,6.298071627000001,6.860155624,5.718220344,5.852882974,7.175305783,7.203677765,7.538943624,7.405902151,5.970305134,6.068541614,6.8328846410000015,7.298703199,7.442388427999999,7.575046417999999,5.98621926,5.814508786,6.15245108,8.042719229,7.228951952999999,7.082639005,5.083436437,6.6845061989999985,5.693027156,6.188235316,6.787182962,7.490277572999999,6.389091528,7.863948785,6.011595634,5.840365802999999,5.845244997999999,6.343908254,7.155336588,7.429937874,6.742086179,6.732237883,5.494692425,6.201728277000001,6.837291292000001,5.411421236,6.140657234,6.120729552,7.369744748,8.292636598,6.326642665,5.970428799,6.995681166000002,6.950340617999999,6.109934882999999,5.712224237,7.00576987,6.793765442000001,7.217680195,6.1983462189999985,7.290297367000001,6.768988912,7.511340626,7.070420529
PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCK1,8.356993598999999,7.409556242000001,5.276342561,9.544835886,12.55940983,7.221057492000001,8.118396108999999,9.091144753,13.00603375,12.4324095,9.634028488,8.144090907,8.889189217,4.475187781,11.5223661,12.126743,7.280277872,12.97496888,6.537034979,8.505152619,5.846427246,10.74363061,12.47221468,11.4493704,5.738833839,3.898728718,10.47744315,7.7634681310000015,9.347805522,11.10413989,9.333984561,3.476909222,12.54963604,5.48096055,10.87624406,6.0982352,3.014607892,6.605078754,5.436464326,7.977199486,4.773822885,7.113031607999999,11.95208592,7.296195041,8.052062835,9.443662487000001,10.14894357,8.765727903,12.37114692,11.08702526,7.391638144,8.676727773,8.492628502999999,5.900332651,9.985806822999999,6.021900392999999,13.21523246,9.271181161,8.716648043,6.80369684,8.142860745,13.41981794,6.342980135,10.04073835,5.608003192999999,8.941522559,8.166330976,12.64899344,9.973041131,8.269768722,7.177626213,10.30619926,8.017845335,8.698590369,8.927589946,8.727070077,11.76846404,7.136655341,12.60011892,7.349034958,7.566886056,6.471864543,11.65132248,11.54888297,11.01378012,7.75830635,7.211666972000001,11.79392154,9.664956546,6.036558182,7.5235943060000015,13.03626691,8.088349556,9.225594409,7.283033209,12.22746237,5.5615657810000005,9.438520313,9.301101394,7.102344494,12.53568689,8.856280423,9.672661956,9.154487327,9.047093423
PCK2,8.492880888,8.002606343,8.21105006,8.169159055,9.614379952,8.470198884,8.694017767,7.927212696000002,9.369233338999999,9.035305833999999,8.23885209,8.711957841,8.934241604,8.990762907,8.31054231,8.451366761000001,8.204938639,9.385850718,7.895821477999999,8.837869185,8.65580025,7.564555645,9.08986801,8.909634979,8.277954204,8.599123423,9.211138864,8.717084916000001,7.357230577999999,9.439518716,7.884729257,8.353216725,9.463424247999999,8.956519373999999,7.681331929,7.944628067000001,8.037355964,8.573720982000001,8.060680944,9.12712362,8.405610677,7.417610753,8.812869134,8.147271114,9.068131956,9.09950703,9.039410767,7.848992387999999,9.309341267999999,8.509956567,8.327098576000001,9.121047557,7.8364197839999985,8.555740785,9.275344504,7.669175944,9.135254492,8.390809125,9.195206832,8.23431629,8.365907044,9.165079715,7.831019062,8.344318261,9.248664792000001,8.854478273,8.708505982,9.072059737,8.120610265,8.225116494,9.380448563,8.881853948,9.131322427,8.966527872999999,9.105775399,7.707764057,9.01661809,7.512780033999999,9.053881865,8.748604007,9.539072759,7.8646609010000015,8.708342929,8.739287938,8.627579543,8.738777469,7.960616487999999,8.738130769,8.601644813,7.9009180689999985,8.919181901,9.449824207999999,8.657560108,9.466019856,8.442261412999999,9.495691352,8.152331027,8.881666022000001,8.824674196,8.362692044,8.955754127,8.087784512,9.279251411,8.616094718,8.408239306
PDHA1,9.075838196333335,7.890601710333333,9.057965902,8.159670526000001,9.587889340666667,9.710237167666667,9.379162204666669,8.254529228,9.218506652,8.937808002333334,9.580966425,9.428978899,9.519422766,8.3859533,8.183718356666667,9.053940594333334,10.269998095666667,9.232157275333334,8.765857269,9.234502979333334,9.336060245333334,8.094325982666668,8.972316643333334,8.775326931333332,9.773829389333335,8.787276093666668,9.487038860666667,8.973518060000002,8.147389548,9.652589460333333,7.990532684000001,9.320218106666667,9.297649504999999,9.687453015333332,8.627579454333334,8.888493140666666,8.677841376666668,8.810736077,8.910001625333335,9.587747176999999,9.515520772,8.522386158666668,9.289374145333333,10.215597256,8.770314663,8.644687566,10.122355945999999,8.781911536,9.927413434,8.975308187666666,8.649397332999998,9.751035907666667,9.031313915666667,8.989430066999999,9.605566172666668,8.982113075333332,9.136227349,7.813323264333332,9.010785177666667,8.789067214666668,8.609585960999999,9.303406970333333,9.322417742,9.984016101333333,9.535143501333335,9.450825183666668,9.040993641333333,8.584519616333333,8.506859465,8.690570537666668,9.251483516666667,8.894943058333332,9.363004182666666,8.277905378,9.638493852000002,8.724641947333334,8.820313176666666,8.833895161666666,9.350897692333334,8.607909590333334,8.639885895333334,9.028083715333333,9.012026542000001,8.565822766333334,8.291147685,9.440813840333334,9.457329924333335,9.203901179666667,8.978708555333334,8.496681852666667,9.093969229333334,9.432861618666665,9.276510958666668,9.828483034333333,8.914117469666666,9.223330556333334,8.786542058,9.028523497333333,9.881796198666667,9.005121720333333,9.160720072333334,8.301196715666665,9.524794283,9.008697579666666,8.837835242666667
PDHA2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDHB,9.45611599,8.833405508,9.5358782265,9.8036213935,9.000994679,9.793333048000001,10.072684392,9.219626329,9.00885251,9.3007744925,9.490500667,9.580596936000001,9.546569147499998,9.4129067785,9.405863879,9.492371452499999,10.1542134895,8.9662162065,9.2906897035,9.358000648,9.920307314999999,9.3138206025,9.6452860345,9.644352807,9.656468608,8.897339949500001,9.4318343455,9.413769233,9.093809924,9.517783398999999,9.358924413499999,9.631809748999999,9.059838316,9.4870189295,9.249491024,9.796257636,9.372410724,9.328598255500001,8.3604731485,9.526876357999999,9.213985832999999,9.114951132,9.5489005885,9.5965275155,9.760371051,9.370893043,9.820211856499999,9.4062205765,9.4905027145,9.3791195615,8.9420044395,10.1387048395,9.557983633500001,9.6824966575,9.799462745500001,10.052518874,9.131836918000001,9.4370425185,9.522455291499998,9.389081296499999,9.6292741175,9.6067903125,9.628686507000001,9.316927807999999,9.543730228000001,9.3778391885,9.337177815499999,9.374278881999999,9.221603718499999,8.645467760999999,9.1499454135,9.6231301255,9.7999722675,9.205005892500001,9.7631821395,9.779139521000001,9.720599786000001,9.7397088255,9.546091988,9.329346149500001,9.539332481999999,9.3223214225,9.058432301,9.340870125999999,9.4244500435,9.370701263499999,9.6216781775,9.001867524000001,9.065039326,9.765475493,9.9106108185,9.136912709,10.1687868545,9.934345714500001,9.1783057205,9.7313400295,9.1566326125,9.363913168,9.754408016,9.124201752000001,9.540868067,8.452387961,9.6674697485,9.394929508,9.3793460595
PKLR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PKM2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDK1,8.103212901000001,9.43755378,8.875876626,8.091544073,8.130927007999999,8.228617105,8.097712438,9.190078466000001,8.533288579,8.361146426,8.299007819,8.071546487,8.255896334,7.01039233,8.131202813,8.724355462,8.984391409,8.233257703,8.317817115,8.538812395,9.003881169,8.112651531000001,8.549420896,8.766263386,8.985550153,9.11906539,8.525306096,8.675731654,8.750312199,8.429688101,8.44436816,5.884604566,8.197061927,7.93577143,8.227373838,7.806175512999999,7.949890887,8.597221463,8.628554957,8.561294259,7.61829495,8.257801015,8.376653829,7.475509907,9.02691315,8.378139228,7.797772915,9.469970147,8.566989784,8.749988625,8.643414276,8.082672212,8.321718264,8.044161046000001,8.41442222,9.352572692,8.60736029,8.3004466,8.059109708,8.461391731,8.425080345,7.896545112,7.503037956,8.45886602,8.099701915,8.834409999,8.677347636,8.886345723,8.891544525,8.923313656,7.499993586,7.708348602,8.841838455,6.643463369,8.109161738,8.816189212000001,8.595276851,6.749581323999998,8.682435032,8.560297077000001,8.259678572999999,8.268554767000001,8.268428478999999,9.101682361,8.554852111,8.819846913,9.473720327,8.492211145,7.784155394,7.913249277999999,9.503609503,8.240678832999999,8.799218977,8.953202237000001,8.434312766,8.19049833,7.716791494,8.025664784,8.588448541,9.827537418,8.646104344,8.330979422,8.689422677,8.732814452000001,8.355364299
PDK2,5.10285373,4.427578519,4.651169456,5.872883582,6.142499392,4.603859744,5.712253808,5.086003159,6.279462617,6.452140817999999,6.290059273,6.049963769,5.632483037,5.416489905,5.0807238560000005,6.511170438,4.965824558,6.031629072,4.174574723,5.764766657999999,4.851601823999999,4.540230182,6.534928693,5.460848591,6.120860603,5.188174167,5.675379,5.976789364,5.978565915,5.958565452,5.358557621,5.444712134,6.805985864,5.222332388,4.809533783,4.989443872,4.667570105,5.052884979,4.915349817,5.528689271,5.29049116,4.857766758,6.53958133,5.206005613,5.391637025,5.764451017000001,5.718514579,4.99278478,6.968209984,4.915161254,4.221487427,4.839910969,5.373639175,5.097995321,6.051511135,3.790879427,6.073448774,5.565658227,5.731963666,5.461962736,6.081515215,6.118961723,4.65109308,4.692413001,5.469183472,5.483950892999999,5.369994754,5.66248946,4.223190972,4.462000952,5.903931853,5.8749130539999985,5.8206012560000016,5.61524773,7.076661505,4.626543793,5.99063018,5.764014626,6.812986427,6.298001529,5.4155997860000005,4.710801996,6.357152731,6.243822366,6.33423727,5.034412357,5.480900029,5.096737028,5.973837992000001,6.417255806,5.34008394,6.501506637,4.785065874,5.786333805,6.065036348,6.740696377999999,4.702448021,4.361870999,4.982602917,5.471967229,6.125972853,5.091167665,5.567500109,6.069218864,5.995143454
PDK3,5.261424817,5.6935718702,4.848777599,5.8805671406,5.0599467112,5.689144122,4.9742325906,5.163030022,5.241980279400001,4.9794873638,6.089829954600001,5.1418323184000005,5.7117899952,5.358303992,4.5279283848,4.5416144657999995,6.3485428798,5.3571394494,5.9853584286,6.0361131032,4.9557785518,5.196556446000001,4.2342575554,5.702816132200001,6.1885848174,5.8838800102,5.750565321,4.590126084,6.124191292600001,5.746321765999999,4.9450699454,5.693799053599999,5.4610007848,6.0579931942,4.956758862399999,5.5122063604000004,5.696347683800001,5.310297433800001,5.0819389915999995,6.3883939538,5.5454089688,6.271006963,5.2052679126,6.0623044238,4.1659552508,6.0572930078,5.416992807,5.546694331,5.770265155200001,4.211829035599999,5.386250555799999,4.9741492406,5.1255359356,4.773896363,5.359139837400001,5.5229721854000005,4.890096873399999,5.032367701199999,5.39083658,5.047915178599999,5.0885964816,5.5726497660000005,6.2013506118,5.960404906000001,5.3177267534,5.745944142400001,5.165179497,4.3817276108000005,5.9828213742,4.721546030600001,5.9769901888,5.6427783648,5.4406933576,5.5680724476000005,4.9654430076,4.9679466214,4.6513034616,5.8004230508,5.7985327274,5.3645440662,5.720377952000001,5.8769552786,5.0678868908,4.882037395399999,5.1572283192,5.6326258826,4.923262973,5.032449343400001,5.039781766,4.7989353563999995,6.0239612868000005,4.920849573,5.869438856,6.4140983712,6.245953899599999,4.9599694102,5.7778478598000005,5.375228688,6.266420957399999,5.961573437,4.4522805552,5.4361354102,5.4686844252,5.387041465,5.9124708662000005
PDK4,8.403163305,5.047335803,5.367525885,7.106711069,8.841476578,6.893892912999999,6.863523132,8.366519207,8.56939618,9.243696077000001,7.428907802,7.745594118,8.385226518,7.130487915,7.98072545,8.889308056,6.96378317,8.827044021,6.031653414,7.819925389,6.136341384,8.49760172,9.218800739,6.8643809870000005,5.51139834,6.882594251,6.963758192,7.836229253,10.65502761,9.384349041,7.629824276,4.157102517,9.223601919,7.484554488,8.226291078,5.696405521,3.29545551,6.139599321,7.557144419,8.114211334,6.731373994,7.865720407,9.306965147,6.340568235,6.464199615,6.213101784,6.656031175,4.918740281,9.2069717,8.038753808,7.179353199,5.306148812,6.906346022999999,6.43716239,7.259140726,6.398135333,9.222343699,7.196323314,6.901235511,5.582611262,5.835550033,9.480953266,7.902486082999999,7.724058597999999,6.925003403,7.05117449,5.781683028,8.635661511,7.13234016,8.289181188999999,8.209531027999999,8.31782641,6.765937981,7.29267811,7.514395553,6.327884672000001,7.826093842000001,5.840770537999999,9.207721142999999,7.45806672,7.325474112,5.506616736000002,9.292188394,8.197770731,9.28913414,7.042923064,6.546351333,8.943588347,7.254380761,5.572937285,6.349311951000002,8.96124776,5.160325198,7.448858242999999,8.207319327999999,8.493344247000001,5.751452215,4.359276771,6.268766825,6.528534568,8.876896449,7.173624589,6.249678004,6.520148121,7.232485082
MPC2,9.5876082,8.7158642995,8.783273263,8.3858169365,9.282859033500001,8.8131400075,9.296900676,9.122989933500001,9.442281951999998,9.454282231,8.0631256805,9.090274519000001,9.112928666499998,8.167737582,9.869189581,9.792766317,8.96451971,9.5540253295,8.407453279999999,8.850743769,9.575791239,9.520183135,9.552204766500001,9.4534347705,9.022786163500001,8.296752864,9.1445126755,9.625800281499998,8.332581146999999,9.893034702,10.2837317585,9.8503200115,9.6906825145,8.813528424,9.1664232745,9.5599936395,8.972273904,9.4604359265,7.890836801000001,8.8363109245,8.9095774,8.592385703000001,9.830285493,10.0370059755,10.565510653,8.9772770825,9.237028155500001,9.913943883,9.7218824025,9.824998556,8.1982195915,9.412951313499999,9.201285885499999,9.277132727,9.660867601,9.9787338985,9.727329702999999,9.120017374,9.5985276555,9.456545075500001,9.2377233175,9.561345808999999,9.145043455,9.3527899225,9.244967478,8.8166581505,9.8850050625,9.563963792,8.974468586,8.2556038055,9.497447193500001,8.921450715999999,9.024504606,8.1462256345,9.6526921775,10.063453289,10.1110160415,9.292766990499999,9.714397283,9.422464694999999,8.971942293000001,9.2897563545,9.392147266999999,9.923888797,9.446068811,8.846949191,9.830259757499999,9.357854384,7.981815414000001,9.577319208999999,9.195383097,9.586156359,8.840654715000001,9.399090254,8.977343046,9.832369645,9.472616717000001,8.938202422,10.238529298,8.6178994625,9.6673438055,8.1993092345,9.263413836000002,9.3326831535,8.7850679235
MPC1,10.15151826,9.392484477,8.350130107,7.8923381039999985,9.515976744,9.532359227,8.000315453999999,9.352234714,10.10368773,9.863952906,9.367573343,9.749488567,8.990636442000001,9.09770674,10.02572378,9.917199417,9.341404608,10.30602154,8.430177397000001,8.985928722,9.622948135,9.277671386,10.03548224,9.032103936,8.388991384,8.56605951,9.291199713,9.059030559,8.874261164,10.22792083,10.51999404,8.985666654,9.857077872,9.018702839,8.924030531,9.730061766,9.046120483,9.110374056,8.23925615,8.717592199999999,9.611242996,8.982676216,9.986451077,8.655505352999999,9.651278292,9.528492086,9.075444258,9.941875323,10.17267624,10.31530258,9.076744964,9.567652175,9.333221013,9.359191018999999,8.9354543,9.894490626,10.01324137,8.970435918,9.527553337,9.644501769,9.374288058,10.2856984,8.227774722000001,9.595130595,9.014221032,9.147114334,10.2055368,10.39816721,9.172785484,8.980482548,9.003888465,9.523872932,8.825525336,8.993714222000001,9.73820504,9.704585352,10.39424837,9.457752532999999,10.19238632,9.17651844,8.954569599,8.315548185,9.946440341,10.0889074,8.950154006,9.229853623,9.187477788999999,9.720933851,9.162081029,8.941519363,9.619673915,9.965885776,8.255058049,9.325610379,9.406950533,10.12546059,8.463813458999999,8.954132792000001,9.434355892000001,8.396898697000001,10.29713266,9.390210049,9.387103682000001,9.433913111,8.354989247
SLC16A1,7.010438275,8.07617088875,5.874744437,7.53490940325,7.66364516525,6.65323224575,6.9912530055,6.398169132,8.76041155275,7.64737460125,8.092933383,8.04720702625,7.057773610500001,5.980482337750001,5.8078398597500005,5.80359404375,7.002149619500001,8.23251096925,5.633886760749999,7.2282373015,5.799308544750001,6.30928147875,7.4459137147500005,7.5764921505,7.2582178295,6.584918868,7.8411981297499995,5.34157021575,6.879710088000001,8.7792910535,5.99464063475,6.706169624499999,8.6731422915,6.4868879667499995,5.6544681707499995,7.11007192875,7.802111117250001,7.03679844875,5.21968239425,8.332740535500001,7.26392588325,6.93777457,7.71909293175,7.718109667249999,5.47494352125,7.0480272285,6.023562734249999,7.11389487925,9.349582754250001,6.8568112135,6.83690310775,6.088236798499999,5.79585383175,4.9494319309999995,6.23022241575,6.58398403875,6.848950404,5.93489281275,6.68124246925,5.45132812075,7.4805917685,7.06260803325,8.376805206,7.379287597249999,6.3474295505,6.774063540749999,6.0966049235,5.17017760825,7.03201748225,7.670438229999999,6.7879578135,7.3255337185,7.087736484500001,7.51685278325,7.915028262,5.44031081175,6.642700023250001,5.9983368825,9.288899243,6.91288379925,7.617658522,4.6545302435,6.82385831725,5.180960173500001,7.2397094405,6.95939302275,6.39179254275,7.47157727875,6.69511153575,3.18983232975,6.1922150905,8.853995510999999,7.8924703549999995,6.97864760925,7.40864562275,8.18756362675,7.2627467160000005,7.913377788750001,7.3287736135,5.1579458655,6.53874215175,7.818162897,7.55405241775,7.02862952275,7.8676599007500005
SLC16A3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
