,GSM523282,GSM523283,GSM523284,GSM523285,GSM523286,GSM523287,GSM523288,GSM523289,GSM523290,GSM523291,GSM523292,GSM523293,GSM523294,GSM523295,GSM523296,GSM523297,GSM523298,GSM523299,GSM523300,GSM523301,GSM523302,GSM523303,GSM523304,GSM523305,GSM523306,GSM523307,GSM523308,GSM523309,GSM523310,GSM523311,GSM523312,GSM523313,GSM523314,GSM523315,GSM523316,GSM523317,GSM523318,GSM523319,GSM523320,GSM523321,GSM523322,GSM523323,GSM523324,GSM523325,GSM523326,GSM523327,GSM523328,GSM523329,GSM523330,GSM523331,GSM523332,GSM523333,GSM523334,GSM523335,GSM523336,GSM523337,GSM523338,GSM523339,GSM523340,GSM523341,GSM523342,GSM523343,GSM523344,GSM523345,GSM523346,GSM523347,GSM523348,GSM523349,GSM523350,GSM523351,GSM523352,GSM523353,GSM523354,GSM523355,GSM523356,GSM523357,GSM523358,GSM523359,GSM523360,GSM523361,GSM523362,GSM523363,GSM523364,GSM523365,GSM523366,GSM523367,GSM523368,GSM523369,GSM523370,GSM523371,GSM523372,GSM523373,GSM523374,GSM523375,GSM523376,GSM523377,GSM523378,GSM523379,GSM523380,GSM523381,GSM523382,GSM523383,GSM523384,GSM523385,GSM523386
ACLY,8.623914464,7.900999322333333,8.029080679,9.019008631333334,7.476927425000002,8.884772127333333,8.241370136333332,7.4330041609999995,7.670751261333334,7.5066682799999995,8.202904318,7.944549511666668,8.442200718,8.345065068333334,7.542768341666666,7.005329153666666,8.891359448333334,7.571180027666666,8.293874847333333,8.393924742333335,7.616393107666667,7.825003627,7.703695718666666,8.936152731333333,9.236667217333332,8.348339444666665,8.423927876666667,7.634749683333333,7.950684689666667,8.461632808333333,7.287784030333334,9.212320265,7.459447966666667,8.835393535333333,8.27902475,8.051030412333334,9.494259701666666,8.027707538,8.206690866,8.196592286666666,8.416782473333333,8.266393992333333,7.470556050333333,9.211856297666667,7.951349046,8.831121427666666,8.625803159666667,8.372990423666666,8.162220916,7.446068033333334,7.754108199666668,8.802929097333333,7.354199789666667,8.139825959333333,8.753164199666665,7.375339080333334,8.163597096,9.255639743000001,8.320801119333334,7.679304418666667,7.700630165999999,7.835486795333335,9.091185956999999,8.552821704666668,9.044877288666667,7.787381212333333,7.667761230333333,7.129905187000001,8.76347989,8.470677851,8.836978273666666,8.355007881,8.144208283666666,8.409452589333334,7.9554207886666655,8.254474056333335,7.096973256666666,7.574246018999999,8.160053709000001,8.067681359666667,8.537609384333335,8.638060145333332,7.336890147000001,8.29743056,8.071318066999998,8.711371534333333,9.218652101333333,7.885224658666666,8.173330380333333,8.463107054,8.476075198999999,7.4544763996666665,9.414496046333335,8.898401126000001,8.242946860666667,7.959938768000001,9.017210315000002,8.866747834333333,8.782265671666666,8.679795789,7.109275290666666,7.6427647756666675,8.698242904999999,7.542839291,7.926885138333334
ACO1,7.6976986310000015,7.364922367999999,7.283843626,8.858463621,7.533841972999999,7.847963158,9.334402061,7.917765735,7.557383875,7.420265562999999,7.606904469,8.349722935,8.097155837999999,8.250806693,7.4921847910000015,7.156800164,8.049053328,7.348758477,8.389054763999999,8.164818326,7.518008492000001,7.753947505,7.717794744,7.505427127999999,7.260486003,8.104514359,8.182684982,7.677636467999999,7.878803438999999,7.989612391,7.390774662,7.173751526,7.564845438,7.942905913,7.772542502,7.982863481,8.083592555,8.208351702,8.3027634,7.973686803,7.801252995,7.227258088999998,7.137214005,7.251444121,7.392732668,7.716380409,8.181715532,8.036008727999999,7.516037081,6.914688217,6.353601812000001,7.644094089,7.663505437,7.862712075,8.174026615,6.799095824,7.825606238,7.987304702,7.554485748999999,7.271599247,7.653979779,7.893701277999999,7.673184695,7.7249733260000015,8.112925459,8.320231496,7.490884417999999,7.665758782999999,8.153798843999999,7.593515077,7.706644022000001,8.624266754,8.063103936000001,8.163160967,8.184804348,7.457210014,7.495395779,8.806723745,7.888978335,7.757332674,8.075788978,8.856333406000001,7.456640659,8.076488291,7.548022935,8.13081147,7.656340915,7.54838764,7.468525732000001,8.113048071,6.897289552999999,7.291580757999999,7.034784102000001,8.426669433999999,8.354391773,8.0535596,8.369797866,7.556352155,7.664583666,8.739295421,7.449287784,7.128377759,8.055537672,6.606791753,8.115850259
ACO2,10.60367858,9.292982347,8.335764844,8.998848176000001,10.68450443,10.91097262,10.74379323,9.115719027,10.88720725,10.01768925,9.584373129,10.54217242,10.38526736,9.927839553,9.122270582,9.459546096,9.11515211,10.6867362,9.361992381,10.65602118,9.794136157999999,8.572103241,10.33443946,9.506212297000001,9.951710971,10.03521772,10.62206641,9.937801384,9.563548692000001,11.17620822,8.928297543,9.65937585,10.79791044,10.68769549,9.109610117999999,8.240973508,9.795042206,9.724256055,9.676068458,10.1845745,10.40586327,8.446227248,10.21859457,9.834087521,9.419310493,10.64311872,10.7038068,9.89477112,11.12864184,9.613434774,8.966155548,10.19649601,9.383130136,9.506405062999999,10.31246368,8.513414448999999,10.23444217,8.666977866,10.02858712,9.415014025,9.67577375,10.62360909,8.555757971,9.993087407,10.77176475,10.28856731,9.647177637,9.752300896,8.322237597,9.312990135,8.893841649,9.899817298,10.23935846,9.9383515,10.68028283,8.737354919,9.706958675,9.001459441,11.08151174,9.973914073,9.944384859,10.30539468,10.29610022,10.08889591,9.527940426,10.54691413,9.212842054,10.53803157,9.266512084,9.767209902000001,9.718952264,10.74338329,10.38926933,10.88569173,10.20172348,10.89754669,9.37560037,9.798800236,8.891131095,10.25515402,10.20473013,9.836343459,10.82296776,9.935103177,9.826698452
CS,10.97430746,9.715328516,9.296666474,9.99694723,11.08497012,10.98859576,11.51360698,9.230051692,10.81877835,10.20418053,10.08327988,10.52500142,11.04521132,10.99726492,9.530128486,9.43384137,9.941757621,10.82437031,10.62315196,10.94964526,9.792600892000001,9.282949237999999,10.67109071,9.754406252999999,11.24853042,10.68681669,11.09593765,10.37421032,9.985626828,11.27119994,9.016079005,11.28870311,10.54975465,11.10806783,10.55162187,10.01987366,10.65193777,10.4798404,10.62640923,10.74267341,10.85250111,9.941797243,10.50478235,10.71578443,9.508577684,10.74589397,11.04805939,10.12184076,11.06038253,9.887178031,9.635932618,10.43057806,10.22294761,10.10877446,10.60885899,9.426314364,10.30079897,10.1455786,10.50194422,9.769394877,10.42686725,10.90268859,10.00500856,11.30608731,10.92530788,10.5254004,10.03011563,9.733276552000001,10.27785252,10.17680322,10.3585846,10.18021826,10.46747883,10.61026902,10.8726323,9.134533066,9.80789491,9.903868579,10.83506554,10.4520597,10.58847774,10.55144861,10.50679456,9.553042436,9.937408711,10.81481773,10.180487199999998,10.53052514,9.790307239,9.824446368,9.856125393,10.91926718,10.93036202,11.01465651,10.89328902,10.73476702,10.44643766,11.81422695,9.920648724,10.56161521,10.33042072,10.36831499,11.04018197,10.23324118,10.4253989
FH,10.4563873915,9.145491685,9.328610467,9.5680011695,10.178266329500001,10.2914284065,9.887647194,9.523428894,10.0470312495,9.954987064,10.1050533925,9.894735655,10.095216970500001,9.529339736499999,9.274236365,9.9990829715,10.134736765,10.280011258000002,9.387853542999999,10.095174232,10.298691425000001,9.0191538745,10.1509809225,9.799488845,10.0970200075,9.7529259755,10.205847768000002,10.1781233685,9.1907524175,10.768616975,9.835565227,10.182801118,10.042135318500002,10.239620358500002,9.289517154999999,10.276484213,10.2939009795,9.956097406000001,9.0687737555,9.833351126,9.9575152785,9.010312303,10.1593260675,10.370696621,10.438051308999999,9.552998902999999,10.303163617500001,10.186224993,10.327197154499999,10.171372115,9.768193003499999,10.468520946,9.467682516,9.956462456,10.055498077,9.959976474,9.974310422,10.061624288,10.028498118,9.783754262999999,9.554805593000001,10.474111617,9.781789459999999,10.699728445,10.350343566,9.646396462,9.925580732499999,10.1157060065,9.797753563,9.808627117499999,10.086880085,10.227326641,9.804740945999999,8.7257736025,10.502754235,9.997408394499999,10.342580117499999,9.8873052645,9.9618597195,9.8483145765,9.7777452805,9.7790329975,10.216458599500001,9.868292489,9.477935043,10.052298361,10.3321366605,9.645466709499999,9.1679616055,9.481505070499999,10.3688196885,10.0336742265,10.2336980545,10.350165045,9.835182566499999,10.157159708,9.943576304499999,10.242225801,10.119746145499999,9.7924702965,10.445222242,9.4751549335,10.238610318500001,9.8420626175,9.780596446499999
IDH1,12.197375115,11.989943135,10.915724955,11.969647845,11.74849128,11.752585795,11.96652344,10.547900564999999,11.860339565,11.38608943,11.02025564,11.253529194999999,11.717395105000001,11.703163705000001,11.663737335,11.418143125,11.812976765,12.18136209,11.933890745,11.61599434,11.691084795,11.801233775,11.488034885,11.99635273,11.95678697,11.422173579999999,11.999509475,11.481569045,10.732862879999999,12.540058485,11.389004035,11.17044812,11.685347005,11.848327789999999,11.663672309999999,11.489501985,12.239883129999999,11.569358274999999,10.96795745,12.12797805,11.24879219,11.15473326,11.617730105,11.464663295000001,11.58240578,11.577588255,12.239027145,11.730665375000001,11.877234825,11.380816509999999,11.092649045,11.601674405,11.37691218,11.52270819,11.850266484999999,11.548171329999999,11.739869835,11.352633390000001,12.029816969999999,11.108573015000001,11.145738224999999,11.918129785000001,11.509324995,11.60120573,12.017429329999999,12.06426973,11.63036391,11.262649055,12.21540241,10.77793712,11.564431155000001,11.980190745,12.144049765,11.106516915,11.981637625000001,11.638483585,11.266135765000001,11.4828461,12.170413175,11.50010636,11.73427517,11.517168275,11.35500738,11.735141984999998,11.663783405,11.795328355,11.282559075000002,11.504440275,11.436212444999999,10.81558954,11.866339395,11.97667554,11.357011165,12.451628215,12.2429189,12.106981529999999,12.11788541,12.078542705,11.439771115,11.878933685,11.5218108,11.15009276,12.261071,11.306547965,11.352587085
IDH2,7.742757031,7.343566752999999,6.437080423499999,7.3488178765,7.0598143525,7.391664476,9.0132630895,6.8834228170000005,6.82536886,7.268788324499999,7.9828048405,7.407271197,7.5458051885,6.810753913499999,6.225607870999999,6.7049512335,7.2749826214999995,6.9716544224999994,6.704673121000001,7.56792643,7.8363662775,6.244325881999999,6.647887626999999,7.3596489365,7.9771295305,7.116920394000001,7.704368156499999,7.537839989,6.912518083,7.1757956285,6.2156624449999995,7.243584598000001,6.210858946999999,7.566216041,6.807518843,6.3271674085,7.7428527240000005,7.6016503325,6.907578377,7.6890901155,7.550925319499999,6.579579816,7.408734622999999,7.9490287075,7.741796227,7.144713903,7.838190812,9.0909725515,7.4890762235,7.165701323,6.6125958195,7.906984358000001,6.7841497245,7.0344292295,7.6192107374999996,6.793089822,6.9728074824999995,7.051974402,7.4384821335,7.491293506,7.159681808,7.263715680000001,7.0314964915000004,6.753125108999999,8.1620114155,7.59299985,7.381844492,6.713824591,6.278055257,6.8422987404999995,7.0342181965,7.397923705,8.372545369000001,6.307096203,7.613448480000001,6.896841118,7.507819382999999,7.1835722905,6.817420798000001,7.6416319695,7.220926125,7.487007129,7.098867134,7.070741481000001,6.7693737355,8.141079554,7.384407561,7.178307375500001,6.624796999,7.061963463,7.473659781,6.790822299499999,6.794128992999999,8.274072055,7.473469177,7.058982349,6.900374146000001,7.6849272685,7.5913854765,8.353161064,7.4728021380000005,7.0740396125,7.610428224,7.704407902,8.071936703
IDH3A,9.119491973,7.5077872249999995,7.0210542475,7.1686132570000005,8.157438075,7.8042510709999995,8.129577151,7.4782396225,8.392442435,7.8380738725,6.638137244500001,7.6260047355000005,7.519833913499999,6.2125566125,7.1159670015,7.6234050435,7.8432201465,8.158196507,6.513030613,7.214517643,7.982476501,7.164700466499999,8.249954482,7.3061181815000005,7.784681206,7.02375722,7.630515624499999,7.588389727999999,7.2066467125,8.636904812,7.5183897405,7.099089872,8.1903420375,7.386326588,7.2559741115,6.9722192205,8.182053609,7.582900008999999,7.506139453,7.2608646100000005,7.285546760999999,6.8011395305,8.213519544499999,7.7214654545000005,7.6886882750000005,8.0023831695,7.1493576365,8.110763875,9.0457174665,7.898857104500001,7.3039733469999994,8.4098436705,6.861767261000001,7.563459651,7.613820299,7.885179058,8.222761738500001,6.5637111365,7.500234515999999,7.318349865,6.9886082615,8.0876433135,7.58383477,7.230141113999999,7.554860789,7.248431377499999,7.5900257445,7.777538446500001,5.9958973105,7.783567395,7.0409298535,6.6095757765,7.478124236999999,6.5888846065,7.1172811955,7.8564882775,8.2607842995,7.323395854,8.333794936,7.1548628625,6.984702106500001,8.0441695605,7.6979564135,8.265731779500001,7.017144181999999,7.7277713025,7.7732807919999996,8.465826738,6.9137900045,7.846625196,7.6973081485,8.289984045,7.1754059315,7.8802970255,7.422426280000001,8.306728293499999,6.9309182335,7.4418578705,8.384816967999999,7.92697597,7.9256715255,6.986466590999999,8.058579164,7.6233933105,7.193952381999999
IDH3B,8.769951260333334,7.730183414333335,8.07992591,7.192766699,8.451926094000001,8.646668400666668,8.369830308666666,7.981472917333334,8.473042151,8.253299136666667,8.387284821,9.275925212333332,8.781881861,8.452478901,7.322374733666667,8.596155311333334,9.921380558333333,8.311244115333333,8.369046914,8.632316148333333,8.925450161,7.9262518733333325,8.821182766666666,8.097633791666667,8.579378218333334,8.007805046333333,9.224236466999999,8.04246577,8.011367876333333,8.987392807333334,8.461915448,8.895636861666667,8.518905961,8.614542755666667,8.161712675666665,9.152181274,8.527307312,8.560675081333333,7.89456544,8.500205153666668,8.434764249333334,7.525991102,8.680581496999999,8.015363759000001,8.922950964,8.197786895,8.999666465666666,8.649816453333333,8.896053685,8.465395609,8.908150595333332,9.383886130666667,8.120149769,8.554939262,8.804714191,9.183091862333333,8.787826564333333,7.7829770216666665,8.481169844333333,8.709970592333333,8.808625826666669,8.673323348666665,7.803685313999999,8.282792397,8.301390698666667,8.078565749666666,8.624651722666666,8.543530311666666,7.978288759999999,8.604884601,8.269497944666666,8.428142982666666,8.637493225333332,8.072277986333333,9.065400370666667,8.377580556333333,8.660705064666667,8.890485068666665,8.806354463666667,8.407756821666666,8.366876982333332,7.239737294333334,8.412640369666667,8.360200862333334,7.972241797333333,8.376500352666667,8.739766256666666,8.215850392,8.350816757666665,9.160620083333333,9.515805367,8.387075530333332,8.747837332666666,8.840949390333334,8.448861028333333,8.670790996000001,7.985981448666666,9.175631972,8.705160175000001,8.270515219666667,8.847885004333333,8.017566592666666,8.551358072,8.333048743666666,8.714756492666666
IDH3G,9.686791972,8.454757236,9.444735346,8.94126917,8.870593707000001,9.597019666,8.788699881,9.069621423,9.434280568,9.279753118,10.08072792,9.459529677,9.392502046,9.539853201,8.483745496000001,9.276113902999999,9.518853529,9.035006856,9.330779888,9.634332908,9.446109911,8.054684717999999,9.323407377999999,9.384588653,10.65523611,9.3924347,9.607761519,9.638739621000001,8.905996153,9.802942061,9.179715974,9.636449108999999,9.337111794,9.50355494,8.756105127,9.44630306,9.787322396,9.450951242,8.741836425,9.428994594,9.524570703,9.179157161000001,9.525156315,10.81625834,8.915998102,9.279429616,9.422568004,9.824271722,10.16324645,9.467716001,9.636445201,9.921413272999999,9.169100782000001,9.345525042,9.885493916,9.786310181000001,9.505476806,9.996317328,9.570260972,9.412551818999999,9.533426707,9.503585305,9.688928648,9.807301212,9.862738033,8.744890156,9.208690691000001,9.206307656,8.846886366,8.822852505,10.50053739,9.30515906,9.414308318,9.267946902,9.976991986,9.401783513,9.622149328999999,11.17479464,9.703560897000001,9.709675048,9.53534192,9.56824442,9.06744414,9.39813307,9.075634462,9.593370937000001,9.594470037999999,9.328307852,9.454689834,9.045030164,9.670910707,9.259119112,9.155054305,9.564658867,9.594632272,9.454489567000001,9.651268412,10.41269852,10.41275642,9.297768568,9.294365446,8.940778283,9.305533302,9.239542116,9.348068171
MDH1,11.00238961,10.06913102,10.12945587,10.71803192,11.05142621,11.28865566,11.14831977,10.64485233,11.10806124,10.80610604,11.15987515,11.47015433,11.03620853,10.85748442,10.45088838,11.24158293,11.12127501,11.05952791,10.88959528,11.02382172,11.58442858,10.60839964,11.09845816,11.05955387,10.85379409,10.84530779,11.21767087,11.01299854,10.7872989,11.54670944,11.20931122,10.680376400000002,11.03581675,11.25578945,10.69560289,10.7083921,10.96944389,11.00036328,10.20497934,11.08065423,11.36364032,10.74645973,11.36426286,11.01057697,11.0706766,10.8796295,11.52437032,11.51901671,11.58327222,11.12780909,11.37607914,11.7907611,11.08828433,11.37213922,11.15020813,11.43244268,11.18578249,11.33704352,11.33694477,11.27714417,11.12556911,11.2776853,10.73601438,10.96110541,11.42836416,11.03997744,11.31625165,11.07229274,11.1055086,10.80329237,10.67595727,11.26701065,11.2346079,10.28608359,11.53717484,11.62656035,10.93224667,11.13065025,11.43174467,11.08701424,10.87348639,10.76601185,11.08620128,10.98185733,10.62036515,10.92271497,11.19134814,10.87828983,10.42188818,10.70083022,11.31234021,11.05189249,11.08157607,11.52665259,10.9106052,11.18050117,10.70436149,10.74823761,11.11094854,11.00074544,11.29078287,10.39224877,11.19658403,11.13965306,11.28662039
MDH2,9.3691356605,9.382159965,8.8863872815,8.702118723,9.3285367445,9.771401684499999,9.8305535715,8.8981466385,9.2769563155,9.3420362785,9.608258071,9.7173121905,9.5782561305,10.303061105000001,8.855744312999999,9.004546294,10.101183966499999,9.134908714,9.50255708,9.623683843,9.5895294905,8.508442006000001,9.3342480255,9.2376575545,9.6034566405,9.7126583935,9.9947481025,10.0567601725,8.4633306635,9.5094461215,8.961093978000001,10.192991002500001,9.429830199,9.5149327655,8.9545771045,9.865486542,9.590634957,9.4470221725,9.9383143765,9.5531732915,8.510073007,8.757108213,9.455031128,10.092372009,9.2345628795,9.177433666,9.717173390500001,9.7340686855,9.8605756115,9.092662412,9.8253693905,9.672190153999999,9.3020030335,9.661182589,9.718717617500001,9.2657724135,9.205163829,9.4057505705,9.848429463999999,9.456654166,9.6773452825,9.3005674155,9.7683584825,10.042245490500001,9.915788124999999,9.517068893000001,9.531976076,9.150966050000001,8.8947111715,9.262991425000001,9.9006206395,9.736640864,9.647065807,9.970374803999999,9.774528893,9.0836022645,9.276379778999999,9.7202882755,9.607481684500002,9.6838168725,9.5914920315,9.025757668,8.9956568265,9.127208824,9.356006701,9.5754803735,10.4416310585,9.3916495955,9.067308889,9.4028480185,9.702258772499999,9.50579507,10.024004426000001,9.6942899105,9.644377281,9.549004172,9.9753300445,9.2818745415,9.982643271499999,10.1053737755,9.068026441499999,9.2565013615,9.405849911499999,9.22297603,9.4981079375
OGDH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OGDHL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDHA,10.08890358,9.051005075,8.747024115,9.3083939,10.74035072,10.51478881,10.04153755,9.190862193,10.275747099999998,10.06351362,10.08558545,10.68893493,10.24408999,9.663843307999999,9.226935232999999,10.0684665,10.09050071,10.39357533,9.619881665,10.37966485,9.938666568,8.997713399,10.12238093,9.119357577,9.225541267999999,9.601820995,10.33689025,9.3226203,9.239726422999999,10.5441517,9.428215027,9.489018363,10.3468991,10.19251664,9.495982473,8.602361212,9.81903352,9.650561114,8.908823581,10.10562906,9.758252726,8.326572698,10.1934765,9.069088151,8.900982012,10.14639048,10.66388286,10.12019279,10.70275034,9.777557986,9.352914219,10.3648,9.416206426,9.595940126,10.29585639,8.606776565,10.04184122,9.169773784,10.04293732,9.753724065,9.500430113,10.46654776,9.302441341,10.02517918,10.3290948,9.989973329,9.666464406000001,9.796888889,9.295314357,9.71983406,9.31232888,10.1462821,10.07021475,9.987412922999999,10.77372243,9.559366881,9.607964151000001,10.04006324,10.50912275,10.03071327,9.244211769,9.857478645,10.15830809,9.968166027999999,9.472973983,10.23008859,8.938164387,10.34642323,9.539362152999999,9.10663248,9.751205506,10.59906867,10.06760985,10.60744216,10.07733824,10.71546225,9.456967972000001,9.739819377,9.847535085,10.19996428,10.12536411,9.713278163,10.637228599999998,10.31975012,10.1405457
SDHB,10.552144300000002,9.429834861,9.4669608,9.637396563,9.864739038,10.30452964,10.12713176,9.562276432,10.10213042,10.27437083,10.45369064,9.637144226,10.03909586,10.10805854,9.794437899,10.63651788,10.60700307,10.1401446,9.488778125,10.26268642,11.04849005,9.822632566000001,10.76579481,9.770214132000001,10.07521772,9.934652317000001,10.26270094,10.86366071,9.409735644,10.93975698,10.31733514,10.45464865,9.92501754,10.47392115,9.736454301,9.606395484,10.06819903,9.965226291,9.24516488,10.15352064,10.59970789,10.072958,10.63755152,10.44626967,10.22419137,9.964913778,10.64087215,10.79677277,10.55366431,10.40486859,10.23801802,10.95041226,10.05563126,10.54046544,9.603277412,10.58958693,10.51213255,9.772836397999999,10.407802,10.45994598,10.51887646,10.60626946,9.656456899,10.09877096,10.39796701,10.00416035,10.5866172,10.42343676,9.174101804,10.11452332,9.890631812999999,10.39165781,10.27409035,9.643510612,10.73736401,10.00809103,10.87201653,10.34663733,10.49767114,10.22162212,10.09536518,8.938630786000001,9.984361201,10.24893854,9.760628743,10.00933601,9.708963371,9.871325887000001,9.568559463,10.17840944,10.85440922,9.841090276000001,10.06804479,10.73017778,9.990169672999999,10.54048501,9.177157232999999,10.21657798,10.28520707,9.926309816,10.68892579,9.577957282,10.48658999,10.54120252,10.2794292
SDHC,7.569364198666666,7.350343349333333,7.6132110436666665,7.627144434833333,7.654061992833333,8.082036103666667,7.8865642645,7.6066214573333335,7.437258779,7.853665378166667,8.3991395745,8.238565301000001,7.994429664000001,7.606580644999998,7.670301797166666,7.812891272000001,7.963980523499999,7.498102642833332,7.862501972333334,7.880451432666667,8.455264281333333,7.675930172166666,7.903643873499999,8.1108198095,7.799347910999999,7.308623975833332,8.033281258333334,7.9486165548333325,7.130131025,8.0857173615,8.205506203833332,7.7906280636666665,7.5787115814999995,7.832732792833333,7.434645326499997,8.129568759833335,7.889976050833333,8.204302413666666,7.356496534166666,7.917685431833334,7.863584318166667,7.546967275666666,7.799685937333334,7.758370055666667,8.512293421166667,7.871479119333333,8.143369800833332,8.2676719865,8.103837887666666,7.9364602615,8.038041340000001,8.521669983666667,7.7969744363333335,8.283111568833332,8.398130107166667,8.344884982333333,7.918674381333335,7.792627347499999,7.997880147333334,8.541938837833333,8.398174073833333,7.7912394895,7.603328115666667,8.356374492166667,8.2043351745,7.932570628166666,8.373270556,7.863575152666667,7.739925981,7.360102005833333,7.963399205666666,8.250948503333333,8.096145283333334,7.7889299806666665,8.204077211833335,8.285825733166666,8.080019588499999,8.106446831166668,7.744181785999999,7.8907323374999985,8.0982375505,7.820012619833334,7.403929468166669,8.007533373500001,7.485342041166667,7.9917745976666685,7.531637083999999,7.299066858333333,7.372848066499999,7.728521935666667,8.065712199833333,7.730287207166666,8.547964169166667,8.394806559166668,7.9651269495,7.828699369833334,8.341947679666667,7.567760018833333,7.871340045166668,8.038495712333333,7.858761110500001,7.138614758166668,8.059835695333334,7.738176347666666,8.080899323666666
