,GSM523282,GSM523283,GSM523284,GSM523285,GSM523286,GSM523287,GSM523288,GSM523289,GSM523290,GSM523291,GSM523292,GSM523293,GSM523294,GSM523295,GSM523296,GSM523297,GSM523298,GSM523299,GSM523300,GSM523301,GSM523302,GSM523303,GSM523304,GSM523305,GSM523306,GSM523307,GSM523308,GSM523309,GSM523310,GSM523311,GSM523312,GSM523313,GSM523314,GSM523315,GSM523316,GSM523317,GSM523318,GSM523319,GSM523320,GSM523321,GSM523322,GSM523323,GSM523324,GSM523325,GSM523326,GSM523327,GSM523328,GSM523329,GSM523330,GSM523331,GSM523332,GSM523333,GSM523334,GSM523335,GSM523336,GSM523337,GSM523338,GSM523339,GSM523340,GSM523341,GSM523342,GSM523343,GSM523344,GSM523345,GSM523346,GSM523347,GSM523348,GSM523349,GSM523350,GSM523351,GSM523352,GSM523353,GSM523354,GSM523355,GSM523356,GSM523357,GSM523358,GSM523359,GSM523360,GSM523361,GSM523362,GSM523363,GSM523364,GSM523365,GSM523366,GSM523367,GSM523368,GSM523369,GSM523370,GSM523371,GSM523372,GSM523373,GSM523374,GSM523375,GSM523376,GSM523377,GSM523378,GSM523379,GSM523380,GSM523381,GSM523382,GSM523383,GSM523384,GSM523385,GSM523386
SDHD,11.54289417,11.15110608,10.89778685,11.20912275,10.74752734,11.34897754,11.47532061,11.05004415,11.45592309,11.46638464,11.04351168,11.69428561,11.18110113,11.22785135,11.56416159,11.87626706,11.43477831,11.3924578,10.75447504,10.90017262,11.07097479,11.66830938,11.60627829,10.93454074,10.80530852,10.94698205,11.21315212,10.79032905,11.08861319,11.82520315,11.53196556,10.81182916,11.70553629,11.24795455,11.40331553,11.01826771,10.89391772,11.19877279,11.39002493,11.454659,11.4790319,11.0177433,11.72563433,10.99027905,11.31894841,11.05471339,11.5581582,11.37973421,11.9385619,11.54293701,11.47485129,11.35856469,11.6527212,11.47811444,11.50587089,10.83407034,11.60100581,10.33683975,11.63225852,11.42674518,11.50575859,11.56499147,11.46750827,11.14981752,11.36639357,11.78910079,11.57591689,11.41958105,11.16429251,11.11610974,10.79826344,11.30529304,11.42271498,10.77400924,11.6253358,11.38376561,11.31954244,10.89680657,11.39754349,11.22940431,11.19868036,11.13603325,11.3463725,11.45569601,11.12582039,11.32578896,10.88108894,11.610662199999998,10.99117126,11.12853793,11.12955705,11.86153087,11.47962958,11.55938468,10.54595698,11.59803575,10.23840743,10.65786249,11.24283838,10.98974873,11.48615139,11.25734825,11.48046222,11.437857800000002,11.09186073
SUCLA2,11.22475283,10.89983932,10.4610921,11.99917928,10.42039322,10.82760354,10.85786754,10.06968366,10.95476941,10.29614915,10.62981764,10.67352164,10.4791407,10.54991867,10.38967562,10.28764801,10.6338263,10.515057,10.71007693,10.26490042,10.31104415,10.83376109,10.3455712,10.31288599,11.23103653,11.09018841,10.66272387,11.22590947,10.49978293,10.72041273,10.49472411,11.42345166,10.24119626,10.97198704,10.70599015,10.98593915,10.7057537,10.27594804,10.43551172,10.77842807,11.10915631,11.24984238,10.48596664,11.26553668,10.5666031,9.959011444,10.91980157,10.49975625,11.39874103,10.69579268,10.12372154,10.65955488,10.91591659,10.87366772,10.87741039,9.939520642,10.373125300000002,10.97996907,10.83312977,10.57931402,10.3966124,10.88231116,11.70643321,10.86984158,10.56172877,11.29284406,10.61706156,10.03819501,11.1178456,10.68193357,10.4078154,10.44349348,11.41334238,11.06529928,10.78090874,11.35439429,10.1605635,11.04335796,10.60221951,10.35077176,10.17719309,10.98436376,10.42815158,10.04467235,10.58062717,10.48203776,11.30778733,10.53603761,11.16676234,10.89345871,11.55090694,10.47159702,11.83199762,10.71774782,10.95262259,10.54185166,11.32104533,10.58806031,11.13609967,10.28105956,10.29102014,10.2128681,10.7596031,10.72631004,10.61618068
SUCLG1,11.55140245,10.53998264,10.19655453,11.09362715,11.76574059,11.38970662,10.93922056,10.84911258,11.56248339,11.55960542,10.98685503,11.19220461,11.37724337,10.96719039,11.16876805,11.91354085,11.63199969,11.53068284,10.86742546,11.25332559,12.12630041,10.87221755,11.65551512,11.12911358,11.03819762,10.89467091,11.34600852,11.81754521,10.25230082,12.08638813,11.67732119,11.27218291,11.6319498,11.37284929,10.93090962,11.30056217,11.12325596,11.31745612,10.41766107,11.35190377,11.30781843,10.5779368,11.87208979,11.50388564,11.98991896,10.80130254,11.67240862,11.72776421,12.03090064,11.76718834,11.00278289,11.89509073,11.2073099,11.66953865,11.42758935,12.19578603,11.64440686,11.06641564,11.64013816,11.59195218,11.3705566,11.96191717,10.63106234,11.32349124,11.54866415,11.42684334,11.94343171,11.70875304,11.00885718,10.71942458,11.01693912,10.36867339,11.59623074,10.35880521,11.86267802,11.6049741,12.04301746,11.12099303,11.86465851,11.35017444,11.24402294,11.06660383,11.69842536,11.36098147,11.01521986,11.35751661,11.81222626,11.32582861,10.89167955,11.12485376,11.71835724,11.82331688,11.20822988,11.60428163,11.39706948,11.79109459,10.76774415,10.92378739,11.96147716,10.95553816,11.87018284,10.77030811,11.28348698,11.55822594,11.12254105
SUCLG2,11.21738167,10.774173903333335,9.839889119,10.498529913333334,11.528133226666668,11.74484829,12.110329433333334,10.89860327,11.722077793333334,11.416118726666667,10.965425773333331,11.603308140000001,11.565912276666666,11.354032043333333,11.591536976666667,11.084600393333332,10.106396542333334,11.82348804,11.162684456666668,11.3646465,10.849189879999999,10.865512046666666,11.649904236666666,10.81324294,10.778828916666667,10.921531763333334,11.668815283333332,10.524773823333334,10.600911183333332,11.78453363,10.779137206666668,10.572520776666666,11.704326066666667,11.51316979,10.775201670000001,10.427141443333333,10.607816826666665,11.310771633333333,10.929924206666668,11.73802009,11.080748083333333,9.948667804,11.522033483333333,10.111358209999999,10.871644683333335,11.296441786666668,11.757223933333334,10.980005183333333,12.224389433333334,10.92904856,10.198750976666666,11.235409516666666,11.601314099999998,11.662721806666667,11.279320393333334,10.41218913,11.625420303333334,10.288429763333333,11.62427408,10.932021423333332,11.083090933333333,11.438787453333333,9.886122698666666,10.843173993333332,11.442982103333335,12.227049733333333,11.016945703333334,11.252460013333334,11.2297366,10.786848543333335,10.632333150000001,11.811499320000001,11.968887326666666,10.847328866666667,11.783483906666666,10.285114856666667,10.534426593333333,10.360979093333333,11.956847603333335,11.122287083333333,11.072231336666666,11.008953493333332,11.424679226666667,11.27047737,11.041322809999999,11.588774066666666,9.993318242333334,11.782241556666667,10.496448410000001,10.343850516666668,10.62809427,12.053641036666667,11.375206486666668,11.61842129,11.797520726666667,11.628767156666667,10.77544795,10.581459366666666,10.998421836666667,10.88350605,11.01106203,11.586276500000002,11.561052720000001,10.940753716666668,11.260665846666667
ALDOA,12.251135986666666,12.321505700000001,11.170775222666668,11.545677650333332,12.058551566666667,12.459562349999999,11.697399294,10.744256256,12.09108957,11.555429358,12.87579657,11.56550019,11.329086003999999,11.647393893333332,10.676785795999999,10.75915804133333,12.031897133333333,11.835165664333333,12.28091661,11.974882593333334,11.800263146666666,10.477623296333332,11.76650005,11.976622086666666,12.522142653333333,11.721123336333333,12.12569931,11.493359361000001,11.204359026666665,12.255251743333332,11.675758471666667,13.480370806666665,11.712582411,11.331189565666667,11.211503221666666,12.073048596666666,12.010186163333335,12.012926533333333,11.463142205333332,12.087466193333332,11.667564218999999,11.919337346666666,11.760458827999999,11.991705023333333,11.283960279666667,12.014063526666666,11.620866368,12.691631476666666,12.307836369999999,11.487879008333332,11.954980783333333,11.224317011333333,11.725041032666667,11.561146535666666,11.864459923333333,12.089300393333332,11.774969798666666,12.45529353,11.762867911999999,11.561440186333334,12.024367136666669,12.046420466666666,12.017183653333333,11.826212481333334,12.10002031,11.734280377,11.644581706666665,11.283179043666665,12.236434543333333,12.279655523333332,11.368020033,11.619001234999999,12.137204573333333,11.88370045033333,12.016000966666667,11.479981019,11.567478134666667,12.489377896666667,12.164291176666666,12.098148363333335,12.101342356666668,12.016801196666668,11.501651837000002,12.100230498666667,11.449273703666668,12.031452243333334,12.505626143333332,11.776765769333332,11.615037841666668,11.923113483333333,12.096375573333333,11.930897449999998,12.431880399999999,12.088372166666668,12.119361553333334,11.873675268999998,12.11993941,12.022967406666666,12.020717126666668,12.389374023333332,11.482166894666667,12.1470469,12.308875226666666,11.591508787333334,12.184081833333332
ALDOB,4.224616981333334,5.202596119666667,3.8441196516666665,2.9287454386666667,2.8125404559999994,3.9024978600000004,5.985734432,7.197411547333332,5.318328940333333,3.24373334,8.647506427,6.189608940333334,6.103270793333333,6.017782444333334,6.076278609999999,3.621984417666667,7.494411871333334,2.799608715,6.1178874353333335,7.371249353,4.287434100333333,4.182609459999999,3.405245052666667,4.693745798999999,4.271066024333334,4.139712978666666,5.031490276666667,5.591543876333334,2.9355765816666666,3.9496023026666673,8.443697893666666,5.137391079666667,4.093453654666667,3.3423127089999998,4.095468031,7.751264424666668,4.220591594,4.328679898666667,3.6409399149999992,5.257634801666666,4.2398905146666666,3.5890699890000004,3.531312362,6.9998276016666665,5.824317115666666,5.576033181,3.0744366236666667,7.623360675,4.395580578333333,10.329529460999998,7.432328186333334,4.708621506,4.512189486,3.5662475926666666,3.397223774333334,8.870576032,4.905725494666667,3.8088902626666665,4.995584511666666,3.4087744910000004,5.747577006,3.102815623333333,4.719810817666667,8.647017673,3.155788083333334,4.151457242666667,3.8032599536666667,3.2735884023333335,2.9701757326666667,10.333839337999999,7.639534555333333,8.200307186,3.599794773333333,7.274268416000001,6.025218833666666,8.213370598666666,2.830159084,7.694047247666667,5.98860294,7.757779518333333,3.7636622440000003,5.5771265623333335,3.146278116,9.631112843333332,4.181123947333334,3.9596908479999997,5.787982302333333,4.004073271333334,8.003968749,3.3691295306666666,5.107573397333334,2.9201143886666667,7.419788379333333,2.907127786,3.9346919056666665,3.706981384,7.174302635,7.310167936333333,7.509362955333334,3.6132766496666666,3.1101854706666665,6.5661241766666665,4.058059775666667,4.095419713333333,4.555655152
ALDOC,5.369307882999999,7.30481633,6.51334186,7.832325462999999,6.614995627000001,6.486485065,5.4680265110000015,5.069236177,8.263536182000001,6.184189419,7.19684263,6.093066079,5.372588451,5.500548788,5.289853589,6.816160339,8.416556051,6.120556991,6.620343665,6.028778956,5.736198761,5.8694122,8.055174549,7.255855586,8.056664029,4.460887312,6.502810038,6.331702592999999,6.410709423999998,6.076865057999999,6.576353939,6.786574335,5.909551114,4.72260194,6.037003025,6.418012101,6.817713427999999,6.126873946,4.344538234,6.396195487999999,6.693110614,6.572543252000001,6.81459289,7.1525109360000005,7.242976059,8.157609401,6.290513941,7.708080725,6.001708072,6.182783902000001,7.458235785,5.470477509,4.865404573999999,5.737765542000001,7.101841197000001,6.852955172000001,6.637476709,8.965407069,6.026382741,5.830191264,7.124024894,6.812737506,7.379817915,5.659236432,6.451235795,5.786347848999998,6.108075651,6.504652237999999,8.382657195,6.574178089,6.374466553,6.387861462999999,5.598074368,6.179015412999999,6.755358061,7.911638357999999,6.808704896,6.392296783,6.646741909,6.565452177999999,6.610036704,6.732867428,6.819781193,7.192222465,6.031210532,5.856162907000001,7.296164797,5.728963311,7.132716456,7.847566895,7.515857063999999,7.04870854,6.525132437000001,7.732956901,6.622371433,7.337440441,6.5158352310000005,6.459874554,8.449230402000001,6.915212682999999,6.5344142939999985,5.666536104,6.570447331,5.4595566820000005,7.14076535
HK1,9.562352147999999,8.556388846,8.408735969,9.262610038,9.066311523,9.624077644,9.355022656000001,8.481838115,8.789134165,8.773683487000001,9.348958427000001,9.31390002,9.785796807999999,10.26825395,8.484929608,8.324821037000001,8.323441888,8.867607025,9.833693843999999,10.14417923,8.425229433,8.468113727999999,8.501485007000001,8.638485382999999,9.26520407,9.966180574,9.602015495,8.476062264,9.003329534,9.138827674,7.820406112000001,8.791962614,8.524576332999999,9.900805689,8.804069149,8.316185378,10.32445425,9.233521973,9.065388478,9.491636957,9.390137193,9.075925942000001,8.70423893,8.929076192,8.208460111,9.641616784,9.447653235,9.45033014,8.697558911,8.606245113,8.054467427,9.147470757,9.22081321,8.786529048,8.912068264,8.053915128,8.9695757,9.4667129,9.198592812000001,8.577977911,9.076216966,9.108717488,9.506240291000001,9.015896022,9.536236817999999,9.328253011000001,8.469098273,8.158139671,9.038403557999999,9.148210464,9.354563129,9.637483883,9.225823672999999,9.720821497000001,9.531804781,8.746229971,8.370595333999999,9.495621817,9.418955554,9.713604814,9.78134707,8.403774055,8.960266818,9.235676167000001,8.91481582,9.671227679,9.228483055,9.368840731,9.029882945,8.35434076,8.374768101,8.560267551,8.801608834,9.861036639,9.791064018,9.292340046,8.748674966,9.186964703,8.383707802,9.38675784,8.43247756,9.385817924,9.59799696,8.545697937,9.182531987
HK2,11.01055525,9.2077316,6.472939537,8.440387653,10.10642323,10.39036962,9.531621123999999,8.637781731,9.98936098,9.561951392000001,9.364853171,9.260971131,10.23233545,9.262807333,9.190660045,8.36922046,7.909339125,9.724444851,11.62663929,9.714086062,8.534484524,9.469268909,9.175430871,9.126961514,9.04822525,9.933778503,10.05265009,8.338143421,9.289238813999999,10.0469046,7.338721437999999,9.408504205,10.02149423,9.220557641000001,9.389701358,8.198814528,9.572014429,9.372974337,10.22484592,8.951452139,9.845944792000001,7.659804472999999,8.897789657999999,8.403301349,8.528412373,10.11182981,8.565160076,10.21914402,9.91777868,9.277550711,7.190078162000001,9.332058174,8.886167255,8.308463867999999,10.27344574,9.104750966000001,9.934454145,8.880318102,8.616621967999999,7.422390975,8.453823428,9.748160452999999,8.278155315,8.987508241,9.305172419,9.624354917,8.745855807,8.849851506,9.661667827,9.080101759,8.594255547000001,8.23440105,9.485349567,9.297892051,8.41106808,7.747720007000001,8.906827462999999,9.182345143,9.457281249,8.459076417,9.75299636,11.27583201,9.024791027000001,10.05368572,8.642763329,10.02957382,10.08045868,11.23215648,8.438142288,8.813446229,8.761055495,9.596521134,8.42905246,10.59227125,8.971624258,10.13219828,8.745793336,8.874611292,9.072058214,9.359195262,9.681646521000001,10.12013572,10.16359511,9.194976068999999,8.322167896
HK3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PGAM1,12.344352,12.30024693,11.66820646,11.3920335,11.29516922,12.3212143,12.16681676,11.42534683,11.54956892,11.4483245,11.47825708,11.61992471,11.5522269,11.54757956,11.11839848,11.12082741,11.09092101,11.77652959,12.02975817,11.60254029,11.52061813,11.33568384,11.64018903,11.62471513,12.40546512,11.68533511,11.90154769,11.67860238,11.14350841,12.26916038,11.54956335,11.77557991,11.21262962,11.85896345,11.73816114,11.59855442,12.59298994,11.95023367,11.62717568,11.77059729,11.59878469,12.17783271,11.4762826,11.88860212,11.56092027,11.84324349,11.80236636,12.80626989,11.8943183,11.85766124,11.54648268,11.95007364,11.63809019,11.87165597,11.63229676,12.16374951,11.49905107,11.95627216,11.64759022,11.86321393,11.63424666,12.09939656,12.21780245,11.88418155,12.05759995,11.80748619,11.7851192,11.26113065,11.6670159,12.4760472,11.4185168,10.74478015,11.71916043,11.39819238,11.9029035,12.40023308,11.67011405,12.11546623,11.74185598,11.74387319,11.60208965,10.99851946,11.46443598,11.91557913,11.4271239,11.89647809,12.17828342,11.60801574,11.369687,11.51767353,11.69744974,11.72681603,11.98074768,12.32756935,11.81595,11.47854797,11.64300411,12.16913206,11.94209719,12.43654041,11.4761254,11.49588724,12.14406856,11.45196196,11.93443208
PGAM2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PGAM4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PGK1,11.16923048225,11.36210401625,11.776635047500001,11.3844905425,10.015063088000002,11.293100461,10.485131968000001,10.749704167,10.246599953499999,10.44663101275,12.301141719999999,10.9507801385,10.23027167625,10.1010839635,10.68369902325,10.653190951,11.842810905,10.349095759499999,11.7581541375,10.1868771185,11.330940050999999,10.5143715365,10.6203225985,11.4014195135,12.25706597,10.587394828499999,10.5730303145,11.097267994000001,10.077312392749999,10.986392041,11.62538962425,11.176854986499999,10.0985018925,10.4136192355,10.49991560225,11.738986155,11.099314126249999,11.13743461725,10.771739248,10.33287492775,10.64027478475,12.231068975,10.562194304749998,12.4131344175,11.422581461250001,10.58955268325,10.42358174925,12.4677883825,10.6832520755,11.4490244555,11.360696809250001,11.11274841575,10.89502863225,11.132549815500001,11.162973038249998,12.325269854999998,10.427326455,11.9160242175,10.7287564545,11.3624101915,10.78138706625,10.563664221500002,11.6746936405,11.573118595,10.90080099475,10.600674477999998,11.23273518075,10.47818343275,11.76351746,11.609412938,11.3977470015,10.409475645,10.636133294499999,10.403026760500001,10.8158200955,11.866887715,10.884028253499999,11.69751744725,10.51201100575,11.04079201375,10.93574909625,11.4345629135,10.35850887175,11.1547166205,10.55693025875,10.55017283075,11.790496755,10.348712670749999,10.63326183975,11.412036539999999,11.461560387,10.2460972145,11.011013669499999,11.16938023225,10.6675674305,10.46609459175,11.67426240525,11.05634309725,12.286186335,11.57478360875,10.5118246605,10.242893020250001,10.918215426749999,10.591875120249998,11.00517300825
PGK2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PGM1,10.74553738,9.475690529,8.540735938,10.08989306,11.11078159,11.13887253,10.5727118,10.07221855,10.97313205,10.74611138,10.06809678,10.31458982,10.83485618,9.78792294,10.24847603,10.49422748,9.551732984,11.08998382,9.114248542999999,10.47057733,10.37665682,9.65416767,10.65796451,10.28404117,9.991179116,9.733712705,10.76602912,10.37447322,9.676128318,11.01365097,9.630553537,9.652085784,11.27811953,10.33073702,9.609877969,9.079303111,9.509107637,10.48345673,9.062026417,10.50074131,10.29433409,9.558985807000001,10.78661869,9.476030296,9.205218976,11.11398943,10.68659913,10.84985447,11.22653579,10.49385025,9.691935336,10.41873775,9.932731223,9.980549135,11.004010699999998,10.05853613,10.68163366,10.062047,10.48755158,10.23874841,10.16528887,11.03964631,9.363705,10.30636305,10.4753025,10.3461919,10.53151266,10.30167887,10.50953355,9.683848862,9.979913195,10.81132776,10.71476888,8.608956098,11.10697945,9.687666861,10.55858847,9.789667982000001,11.03734463,10.4368518,10.52753926,10.22589051,10.67095543,10.74031051,9.869661554,10.73566478,9.391019644,10.78037376,9.846275481000001,8.318794627,10.5792237,11.05155289,9.546268038,11.23971439,10.76501497,10.92048108,7.929930037,10.04347217,8.813867013,10.11437516,10.58087605,10.36879345,11.31019088,10.54811817,9.996141402000001
PGM2,7.52532305,7.366284458333333,7.169598183000001,7.990281131666666,5.426719119666667,7.704856243666666,7.153766933666667,7.139060898666667,6.189653335333333,6.579313216,8.073035973000001,7.312026942666667,7.6949174409999985,7.894115762333333,6.895338128,6.67879461,7.878627002333334,6.644915076,7.709149909000001,7.363147216000001,7.298577649666666,7.458199839,6.795989802000001,7.515659394333333,8.079049114333333,7.467940487666667,7.410075815666666,7.078765167999999,7.181901810666666,7.484932454333333,7.343270696333334,7.544612633666667,6.443134558666666,7.887628380999999,7.043179548666667,7.068873751000001,8.067943644,7.715981538666667,7.175153380333334,7.8126665090000005,7.806239706333333,9.105623076666667,6.999135932000001,7.7308368173333335,7.779408880666666,7.401167416333333,7.569359702333334,8.024025942666666,6.981931941666667,6.965805786333334,7.762898129333333,7.806820863333333,7.305882087666667,7.623694431,7.519530988,7.069846439,6.663070333333333,7.954257336333334,7.338058922333333,7.311496738,7.553205640333334,7.2842530960000005,7.963738325666667,7.4984435236666656,7.551213184000001,7.244000559666667,7.264990732333334,7.028647164666666,8.010403966,7.821091542333334,7.8140596470000006,7.614333616000001,7.534238326333333,7.3034379173333335,7.619912694333333,7.911332782666666,7.183052048333333,7.754064196666666,6.906092955666668,7.626423878000001,7.4488337216666665,7.4560431136666665,6.182161351333334,7.468089365,7.4432327,7.814397624333334,7.7144950293333325,6.738584065,7.494485437333334,7.229991136999999,8.124595080333334,6.896069908666667,7.314216360666667,7.5814578379999995,7.458603567,6.696820493,7.8497786320000005,7.531361729666667,7.507212587666667,7.602626129666667,7.107164906000001,6.954996578333334,7.170433342666667,7.207254348999999,7.90617835
GAPDH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GPT1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GPT2,5.687332486,5.521205854,5.016264683999999,5.503666922000001,2.616512616,6.175698718,3.386697829,2.564522304,2.7413291610000003,3.2004599430000003,5.58732684,6.036910079,6.372517153,5.221209151,3.528320652,2.744640403,5.042768962,2.825401318,4.892004878,5.80068953,5.737965284,2.63265805,2.620457868,5.275878323,6.194383905,6.40918896,6.0371229610000015,4.559091934,2.450219878,5.036120091,4.524977888,6.963753838,2.71317609,6.449608197000001,3.939523645,5.867300103,5.719412834,5.636341728,4.944277308999999,6.572824141,5.92624393,3.522085223,3.5596957280000003,4.661999175,5.820545584,3.518590703,5.146873596,5.407886565,4.404523933,5.032306141,4.134390099,6.489666582000001,4.899025169,5.736357842,4.970935692,5.835738383,2.731205886,5.752890899,5.885845033,5.650863576,4.839360512,3.944391073,5.970261937999999,5.8974998560000005,6.47145411,5.054342493,5.564909929,2.830859824,4.539264667,5.422778072000001,6.1476347260000015,5.818606634,5.821087234,3.939073626,5.729636949,5.742993935,4.278290654,5.126119199,3.989263267,5.951029103,5.712910111,4.492669377,2.83832313,3.872429668,3.994896284,5.956965178,5.169014976000001,3.618642303,4.438844391,3.719559176,6.490683037999999,2.624819088,4.610890962,5.843752727,5.32116675,2.945716477,6.074050184,6.273434807,6.95189077,6.282998582,2.878363202,4.853502555,5.65042844,3.86892037,4.990772843999999
SLC2A1,5.290001314,6.27957474,7.795811432000001,7.773463532,4.223470591,6.028929422999999,4.577167969,3.285594272,4.703390676000001,4.3898996310000005,6.74578095,5.533681522,4.902011185,6.133186866,5.125774964,4.151951969,5.714027939,6.0630228860000015,8.729349057,5.022955034,4.584161915,4.31476879,4.876656781,7.032893617999999,8.698056538,7.129330819,7.190029257000001,5.311813248,3.351017949,6.167630987000001,5.8360429589999985,8.055464836,4.320190894,4.721664981,4.146222453,4.984265946,7.540207746,5.775770334,5.463157722,5.193356654,5.800291558,9.987416026,4.297112674,6.632190869,5.805386949,7.4163349310000015,4.166862565,7.184553287999999,5.3594450380000005,7.107069441,8.8012246,5.770437517,5.857406693,5.094605335,4.893728422,7.0749304770000006,4.992634733,7.690769942,5.020732553999999,5.674113593,8.258964094,5.0328435780000005,7.829586767999999,5.0990349010000005,6.161009521,5.124472654,4.7143788980000005,3.989178384,7.961790699,6.416893035,6.397338432000001,5.281654099,5.75283885,7.217801736,3.882552366,4.940526211,4.747423297,6.476141018,5.980253188,6.22214571,5.809889727000001,5.14684378,4.242757741,6.133924466,5.874114767999999,5.123370582,7.054672745,4.429272564,6.272683956,7.143099378,7.058625426,5.3207949910000005,9.305878121000001,4.654562819,5.291678842,5.621640021,5.249225667,7.125198752,7.200833478,5.991140225,3.847313531,7.018402265,5.979453307000001,4.0283435910000005,7.462746492000001
SLC2A2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLC2A3,6.9098777,7.320827294,8.519769135,8.153038967,4.232566459,6.515925900000001,4.731137754,7.792459449,5.069069503,5.867037619,5.885691118,5.771266607,5.677573222,4.164936056,7.435093352000001,6.086048725,7.715623821,5.560480592999999,6.9701332539999985,6.221585555,3.935012551,8.568390585,5.64512884,8.812436083,7.685869755,6.254939945,4.683797023,4.903282871,8.104173368,5.236480771,7.393137108999999,5.13797536,4.954689889,5.441387787999999,8.207516503999999,6.501713109,9.315732678,5.253462498999999,6.025761876,5.46240907,4.6249061430000005,10.07526005,6.412579223,8.871109129,6.241510062000001,6.372732902,4.54853022,4.2227670260000005,6.293896329,7.830958233,8.681787605,4.663950712,4.37955905,5.35613573,5.840610774,8.403276398,7.405228657999999,10.44161211,4.170938417,4.677726575,3.731506185,7.1958997,11.00324765,7.655663343,5.982850573,4.941378722,4.266916407,7.903442489,10.38909755,7.680314996,6.891917071,4.1958769,4.992370719,4.77212184,4.479495793,6.614936987,5.487451609,8.739752278,5.247383984,4.667850314,4.54399786,6.061014395,5.763442358,6.510080116,8.869240036,6.09054722,8.525062543999999,6.015331085,8.383319002999999,5.665471749,5.962827002999999,6.56910997,5.31481955,4.829741285,5.147561113,5.133212967,7.827324852999999,7.999261992999999,7.2722895,6.921042572,7.268014178,6.51325473,5.497136535,6.272735827999999,4.087703489
SLC2A4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
